"DairitenTK_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","DairitenTK_Name_KJKC","DairitenTK_Name_KJ","DairitenTK_Name_KJR","DairitenTK_Name_KJK","DairitenTK_Name_KN","DairitenTK_Name_KNR","Yubinbango","Jusho_CD","Jusho_KJ","TEL_NO","FAX_NO","DairitenTK_KBN","DairitenTK_Seisaku_KBN","Nijiten_KBN","Keikakutani_FLG","PrintI_CTL","PrintYK_CTL","TorihikiKaishi_DT","TorihikiChushi_DT","Toroku_DT","agency_cd"
"05017","04/01/2016 00:00:00","04/14/2019 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）メディセオ北東北統括営業部","メディセオ北東北統括営業部","メディセオ北東北統括","ＭＣ北東北","ﾒﾃﾞｲｾｵ ｷﾀﾄｳﾎｸﾄｳｶﾂ","MCｷﾀﾄｳｶﾂ","010-0061","05201060004","秋田県秋田市卸町４丁目","0000-00-0000","","1","3","","1","352","039","20091001","","20090917","28026"
"05018","01/01/2000 00:00:00","10/31/2011 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","東邦薬品　秋田営業部","東邦薬品　秋田営業部","東邦　秋田営業部","東邦　秋田","ﾄｳﾎｳ ｱｷﾀ ｴｲｷﾞﾖｳﾌﾞ","ﾄｳﾎｳ ｱｷﾀ","010-0941","05201095000","秋田県秋田市川尻町字大川反２３３－１３０","0000-00-0000","","1","3","","1","153","010","20101001","","20100907","13013"
"05018","11/01/2011 00:00:00","03/31/2016 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","東邦薬品　秋田営業部","東邦薬品　秋田営業部","東邦　秋田営業部","東邦　秋田","ﾄｳﾎｳ ｱｷﾀ ｴｲｷﾞﾖｳﾌﾞ","ﾄｳﾎｳ ｱｷﾀ","010-0941","05201095000","秋田県秋田市川尻町字大川反２３３－１３０","0000-00-0000","","1","3","","1","152","010","20101001","","20100907","13013"
"05018","04/01/2016 00:00:00","04/14/2019 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","東邦薬品（株）秋田営業部","東邦薬品（株）秋田営業部","東邦薬品秋田営業部","東邦秋田","ﾄｳﾎｳ ｱｷﾀ ｴｲｷﾞﾖｳﾌﾞ","ﾄｳﾎｳ ｱｷﾀ","010-0941","05201095000","秋田県秋田市川尻町字大川反２３３－１３０","0000-00-0000","","1","3","","1","152","010","20101001","","20100907","13013"
"05888","01/01/2000 00:00:00","02/28/2013 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","秋田の代理店","秋田の代理店","秋田の代理店","秋・代理店","ｱｷﾀﾉ ﾀﾞｲﾘﾃﾝ","ｱｷﾀ","","00000000000","","0000-00-0000","","9","3","","","","","195105","","195105",""
"05888","03/01/2013 00:00:00","12/31/9999 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","秋田の代理店","秋田の代理店","秋田の代理店","秋・代理店","ｱｷﾀﾉ ﾀﾞｲﾘﾃﾝ","ｱｷﾀ","","00000000000","","0000-00-0000","","9","3","","","","","19000101","","19000101",""
"05889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","秋田の代理店","秋田の代理店","秋田の代理店","秋・代理店","ｱｷﾀﾉ ﾀﾞｲﾘﾃﾝ","ｱｷﾀ","","00000000000","","0000-00-0000","","9","3","","","","","19000101","","19000101",""
"06002","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","（株）アスカム山形支店","（株）アスカム山形支店","アスカム山形支店","ＡＣ山形","KKｱｽｶﾑ ﾔﾏｶﾞﾀｼﾃﾝ","ACﾔﾏｶﾞﾀ","990-0071","06201324003","山形県山形市流通センター３丁目５－２","0000-00-0000","","1","3","","1","110","002","19000101","","19000101","13013"
"06007","01/01/2000 00:00:00","03/31/2016 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","（株）マルタケ山形","（株）マルタケ山形","マルタケ山形","マルタケ山","KK ﾏﾙﾀｹ ﾔﾏｶﾞﾀ","ﾏﾙﾀｹ ﾔﾏｶﾞﾀ","990-2323","06201112001","山形県山形市桜田東１丁目１－５７","0000-00-0000","","1","3","","","502","028","19000101","","19000101","15022"
"06007","04/01/2016 00:00:00","04/14/2020 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）マルタケ山形","（株）マルタケ山形","マルタケ山形支店","マルタケ山","KK ﾏﾙﾀｹ ﾔﾏｶﾞﾀ","ﾏﾙﾀｹ ﾔﾏｶﾞﾀ","990-2323","06201112001","山形県山形市桜田東１丁目１－５７","023-641-7666","","1","3","","","502","028","19000101","","19000101","15022"
"06010","01/01/2000 00:00:00","04/14/2020 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","（株）バイタルネット山形","（株）バイタルネット山形","バイタルネット山形","ＶＮ山形","(ｶﾌﾞ)ﾊﾞｲﾀﾙﾈﾂﾄ ﾔﾏｶﾞﾀ","VNﾔﾏｶﾞﾀ","990-0000","06201000000","山形県山形市","0000-00-0000","","1","3","","5","115","001","20010101","","19990610","04041"
"06014","01/01/2000 00:00:00","04/14/2020 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","（株）スズケン山形営業部","（株）スズケン山形営業部","スズケン山形営業部","Ｓ・山形","KKｽｽﾞｹﾝﾔﾏｶﾞﾀｴｲｷﾞﾖｳﾌﾞ","SZﾔﾏｶﾞﾀ","990-0071","06201324003","山形県山形市流通センター３丁目１３－４","023-627-6711","023-634-0281","1","3","","1","254","","20011101","","20011029","23049"
"06015","01/01/2000 00:00:00","03/31/2016 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","恒和薬品　山形","恒和薬品　山形","恒和薬品　山形","恒和山形","ｺｳﾜﾔｸﾋﾝ ﾔﾏｶﾞﾀ","ｺｳﾜ ﾔﾏｶﾞﾀ","990-2251","06201164002","山形県山形市立谷川２丁目４８５－１４","0000-00-0000","","1","3","","1","305","030","20081001","","20080918","13149"
"06015","04/01/2016 00:00:00","09/30/2018 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）恒和薬品山形","（株）恒和薬品山形","恒和薬品山形","恒和山形","ｺｳﾜﾔｸﾋﾝ ﾔﾏｶﾞﾀ","ｺｳﾜ ﾔﾏｶﾞﾀ","990-2251","06201164002","山形県山形市立谷川２丁目４８５－１４","0000-00-0000","","1","3","","1","305","030","20081001","","20080918","13149"
"06016","01/01/2000 00:00:00","10/31/2011 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","東邦薬品　山形営業部","東邦薬品　山形営業部","東邦　山形営業部","東邦　山形","ﾄｳﾎｳ ﾔﾏｶﾞﾀ ｴｲｷﾞﾖｳﾌﾞ","ﾄｳﾎｳ ﾔﾏｶﾞﾀ","990-0071","06201324003","山形県山形市流通センター３丁目５－２","0000-00-0000","","1","3","","1","150","002","20101001","","20100907","13013"
"06016","11/01/2011 00:00:00","03/31/2016 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","東邦薬品　山形営業部","東邦薬品　山形営業部","東邦　山形営業部","東邦　山形","ﾄｳﾎｳ ﾔﾏｶﾞﾀ ｴｲｷﾞﾖｳﾌﾞ","ﾄｳﾎｳ ﾔﾏｶﾞﾀ","990-0071","06201324003","山形県山形市流通センター３丁目５－２","0000-00-0000","","1","3","","1","155","002","20101001","","20100907","13013"
"06016","04/01/2016 00:00:00","04/14/2020 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","東邦薬品（株）山形営業部","東邦薬品（株）山形営業部","東邦薬品山形営業部","東邦山形","ﾄｳﾎｳ ﾔﾏｶﾞﾀ ｴｲｷﾞﾖｳﾌﾞ","ﾄｳﾎｳ ﾔﾏｶﾞﾀ","990-0071","06201324003","山形県山形市流通センター３丁目５－２","0000-00-0000","","1","3","","1","155","002","20101001","","20100907","13013"
"06888","01/01/2000 00:00:00","02/28/2013 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","山形の代理店","山形の代理店","山形の代理店","山・代理店","ﾔﾏｶﾞﾀﾉ ﾀﾞｲﾘﾃﾝ","ﾔﾏｶﾞﾀ","","00000000000","","0000-00-0000","","9","3","","","","","195105","","195105",""
"06888","03/01/2013 00:00:00","12/31/9999 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","山形の代理店","山形の代理店","山形の代理店","山・代理店","ﾔﾏｶﾞﾀﾉ ﾀﾞｲﾘﾃﾝ","ﾔﾏｶﾞﾀ","","00000000000","","0000-00-0000","","9","3","","","","","19000101","","19000101",""
"06889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","山形の代理店","山形の代理店","山形の代理店","山・代理店","ﾔﾏｶﾞﾀﾉ ﾀﾞｲﾘﾃﾝ","ﾔﾏｶﾞﾀ","","00000000000","","0000-00-0000","","9","3","","","","","19000101","","19000101",""
"07001","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","（株）アスカム福島支店","（株）アスカム福島支店","アスカム福島支店","ＡＣ福島","KK ｱｽｶﾑ ﾌｸｼﾏｼﾃﾝ","ACﾌｸｼﾏ","960-8066","07201181000","福島県福島市矢剣町１９－５","0000-00-0000","","1","3","","1","111","002","19000101","","19000101","13013"
"07004","01/01/2000 00:00:00","03/31/2016 00:00:00","0","ecl07708","03/29/2018 18:50:00","803001","ecl07708","03/29/2018 18:50:00","803001","（株）恒和薬品","（株）恒和薬品","恒和薬品","恒和福島","KK ｺｳﾜ ﾔｸﾋﾝ ﾌｸｼﾏ","ｺｳﾜﾔｸﾋﾝ","963-0547","07203072001","福島県郡山市喜久田町卸１丁目４６ー１","0000-00-0000","","1","3","","1","306","017","19000101","","19000101","13149"
"07004","04/01/2016 00:00:00","09/30/2018 00:00:00","0","ecl02796","03/29/2018 18:50:00","803001","ecl02796","03/29/2018 18:50:00","803001","（株）恒和薬品","（株）恒和薬品","恒和薬品","恒和薬品","KK ｺｳﾜ ﾔｸﾋﾝ ﾌｸｼﾏ","ｺｳﾜﾔｸﾋﾝ","963-0547","07203072001","福島県郡山市喜久田町卸１丁目４６ー１","0000-00-0000","","1","3","","1","306","017","19000101","","19000101","13149"
"07020","01/01/2000 00:00:00","09/30/2014 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","（株）小田島福島営業部","（株）小田島福島営業部","小田島福島営業部","小田島福島","KK ｵﾀﾞｼﾞﾏ ﾌｸｼﾏｴｲｷﾞﾖｳ","ｵﾀﾞｼﾞﾏﾌｸｼﾏ","960-0102","07201039000","福島県福島市鎌田字卸町１９－３","0000-00-0000","","1","3","","1","205","003","19000101","","19000101","13149"
"07020","10/01/2014 00:00:00","03/31/2016 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","（株）小田島福島営業部","（株）小田島福島営業部","小田島福島営業部","小田島福島","KK ｵﾀﾞｼﾞﾏ ﾌｸｼﾏｴｲｷﾞﾖｳ","ｵﾀﾞｼﾞﾏﾌｸｼﾏ","960-0102","07201039000","福島県福島市鎌田字卸町１９－３","0000-00-0000","","1","3","","5","205","003","19000101","","19000101","13149"
"07020","04/01/2016 00:00:00","09/30/2018 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）小田島福島","（株）小田島福島","小田島福島","小田島福島","KK ｵﾀﾞｼﾞﾏ ﾌｸｼﾏｴｲｷﾞﾖｳ","ｵﾀﾞｼﾞﾏﾌｸｼﾏ","960-0102","07201039000","福島県福島市鎌田字卸町１９－３","0000-00-0000","","1","3","","5","205","003","19000101","","19000101","13149"
"07022","01/01/2000 00:00:00","04/14/2020 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","（株）バイタルネット福島","（株）バイタルネット福島","バイタルネット福島","ＶＮ福島","(ｶﾌﾞ)ﾊﾞｲﾀﾙﾈﾂﾄ ﾌｸｼﾏ","VNﾌｸｼﾏ","960-0000","07201000000","福島県福島市","0000-00-0000","","1","3","","5","116","001","20010101","","19990610","04041"
"07025","01/01/2000 00:00:00","04/14/2020 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","（株）スズケン福島営業部","（株）スズケン福島営業部","スズケン福島営業部","Ｓ・福島","KKｽｽﾞｹﾝﾌｸｼﾏｴｲｷﾞﾖｳﾌﾞ","SZﾌｸｼﾏ","960-8228","07201159000","福島県福島市松山町２８番地","024-525-1233","024-535-8467","1","3","","5","255","015","20001001","","20000927","23049"
"07027","01/01/2000 00:00:00","10/31/2012 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","シーエス薬品（株）東北営業","シーエス薬品（株）東北営業","シーエス東北営業部","ＣＳ東北","ｼ-ｴｽﾔｸﾋﾝ ﾄｳﾎｸｴｲｷﾞﾖｳ","ｼ-ｴｽ ﾄｳﾎｸ","963-0547","07203072001","福島県郡山市喜久田町卸１丁目１２５－１３番地","0000-00-0000","","1","3","","","017","017","20050926","","20050926",""
"07027","11/01/2012 00:00:00","02/07/2019 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","シーエス薬品（株）東北営業","シーエス薬品（株）東北営業","シーエス東北営業部","ＣＳ東北","ｼ-ｴｽﾔｸﾋﾝ ﾄｳﾎｸｴｲｷﾞﾖｳ","ｼ-ｴｽ ﾄｳﾎｸ","963-0547","07203072001","福島県郡山市喜久田町卸１丁目１２５－１３番地","03-3817-3967","","1","3","","","017","017","20050926","","20050926",""
"07028","01/01/2000 00:00:00","03/31/2016 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","東邦薬品　福島営業部","東邦薬品　福島営業部","東邦　福島営業部","東邦　福島","ﾄｳﾎｳ ﾌｸｼﾏ ｴｲｷﾞﾖｳﾌﾞ","ﾄｳﾎｳ ﾌｸｼﾏ","960-8066","07201181000","福島県福島市矢剣町１９－５","0000-00-0000","","1","3","","1","156","002","20101001","","20100907","13013"
"07028","04/01/2016 00:00:00","04/14/2020 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","東邦薬品（株）福島営業部","東邦薬品（株）福島営業部","東邦薬品福島営業部","東邦福島","ﾄｳﾎｳ ﾌｸｼﾏ ｴｲｷﾞﾖｳﾌﾞ","ﾄｳﾎｳ ﾌｸｼﾏ","960-8066","07201181000","福島県福島市矢剣町１９－５","0000-00-0000","","1","3","","1","156","002","20101001","","20100907","13013"
"07031","10/01/2017 00:00:00","06/28/2018 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","（株）杏栄薬品","（株）杏栄薬品","（株）杏栄薬品","（株）杏栄","ｷﾖｳｴｲﾔｸﾋﾝ","ｷﾖｳｴｲ","965-0052","07202107000","福島県会津若松市町北町大字始字深町５５番地４","0242-23-1313","0242-23-1314","2","3","2","","420","","20171002","","20171002",""
"07888","01/01/2000 00:00:00","02/28/2013 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","福島の代理店","福島の代理店","福島の代理店","福・代理店","ﾌｸｼﾏﾉ ﾀﾞｲﾘﾃﾝ","ﾌｸｼﾏ","","00000000000","","0000-00-0000","","9","3","","","","","195105","","195105",""
"07888","03/01/2013 00:00:00","12/31/9999 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","福島の代理店","福島の代理店","福島の代理店","福・代理店","ﾌｸｼﾏﾉ ﾀﾞｲﾘﾃﾝ","ﾌｸｼﾏ","","00000000000","","0000-00-0000","","9","3","","","","","19000101","","19000101",""
"07889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","福島の代理店","福島の代理店","福島の代理店","福・代理店","ﾌｸｼﾏﾉ ﾀﾞｲﾘﾃﾝ","ﾌｸｼﾏ","","00000000000","","0000-00-0000","","9","3","","","","","19000101","","19000101",""
"08007","01/01/2000 00:00:00","02/07/2019 00:00:00","0","ecl06616","03/29/2018 18:50:00","803001","ecl06616","03/29/2018 18:50:00","803001","岩渕薬品（株）水戸店","岩渕薬品（株）水戸店","岩渕薬品　　　水戸","岩渕水戸","ｲﾜﾌﾞﾁ ﾔｸﾋﾝ KK ﾐﾄﾃﾝ","ｲﾜﾌﾞﾁ ﾐﾄ","310-0845","08201118000","茨城県水戸市吉沢町１６６ー２","0000-00-0000","","1","3","","","318","","19000101","","19000101","12001"
"08010","01/01/2000 00:00:00","11/30/2011 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","（株）スズケン茨城営業部","（株）スズケン茨城営業部","スズケン茨城営業部","Ｓ・茨城","KK ｽｽﾞｹﾝ ｲﾊﾞﾗｷ","KK ｽｽﾞｹﾝ ｲ","310-0913","08201102000","茨城県水戸市見川町２１３１番地の１１５","0000-00-0000","","1","3","","1","317","","19000101","","19000101","23049"
"08010","12/01/2011 00:00:00","04/14/2020 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","（株）スズケン茨城営業部","（株）スズケン茨城営業部","スズケン茨城営業部","Ｓ・茨城","KK ｽｽﾞｹﾝ ｲﾊﾞﾗｷ","KK ｽｽﾞｹﾝ ｲ","310-0913","08201102000","茨城県水戸市見川町２１３１番地の１１５","0000-00-0000","","1","3","","1","202","","19000101","","19000101","23049"
"08021","01/01/2000 00:00:00","11/30/2011 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","メディセオ北関東統括営業部","メディセオ北関東統括営業部","メディセオ北関東統括","ＭＣ北関東","ﾒﾃﾞｲｾｵ ｷﾀｶﾝﾄｳﾄｳｶﾂ","MCｷﾀｶﾝﾄｳ","310-0836","08201111000","茨城県水戸市元吉田町","0000-00-0000","","1","3","","5","313","005","20091001","","20090917","28026"
"08021","12/01/2011 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","メディセオ北関東統括営業部","メディセオ北関東統括営業部","メディセオ北関東統括","ＭＣ北関東","ﾒﾃﾞｲｾｵ ｷﾀｶﾝﾄｳﾄｳｶﾂ","MCｷﾀｶﾝﾄｳ","310-0836","08201111000","茨城県水戸市元吉田町","0000-00-0000","","1","3","","5","105","005","20091001","","20090917","28026"
"08021","04/01/2013 00:00:00","03/31/2016 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","メディセオ北関東統括営業部","メディセオ北関東統括営業部","メディセオ北関東統括","ＭＣ北関東","ﾒﾃﾞｲｾｵ ｷﾀｶﾝﾄｳﾄｳｶﾂ","MCｷﾀｶﾝﾄｳ","310-0836","08201111000","茨城県水戸市元吉田町","0000-00-0000","","1","3","","1","105","005","20091001","","20090917","28026"
